2^7<128; lcm = 128
4871^1<8192; lcm = 211696869375684352518930931018503518247904756622332125836215134107450117110509113958959908666651238835644126321564461461816916247781181944051042746788768407070414843117064211056715410760561673593047705780038081656355987040693418006084878630341322719116653414486505323347029743613557019801898966015513312952177924435180340790932050935322361122825716836709071220922984376072588845139813973831295621000491570810949386603466645496139816850429849959956971224734210902945725323088476962589571145601028619367966288583886478364157490954403524386474240751625636891427701079537840456180113417277337832195035746572188098372310160793102476311758771392732688710639975047806500976580763276683197465456691048514878024909037421112339547514444437956816105543690526172009465421040822354536514403977538599829875523045706826675207165143733190580495744086860588762332802827629303637148384964213180136495546186498733098693841719162984955680000218748829625382743716496989648215248111568679413185168027563152745767388841326099279509769150205235987400482680902198485773188469288244593441560495020598829182128284845566476981740628830399546896906918340143815191171837863289416260570711617484184987734745810914171602735496386389505759299949959520678937320821867925524110603633314494786979530573614536346652878795235978767045010660022046223569054909657934783489163913272735320001492881764254139819484178052746254466278638136087868712710579429431933975917888085073681959498159435152730547945576739027771774236235397809722334069472343153535601097118496979566184412143535818815298396982552280527634924889382210542518425675517017841306740001651607210784130221086337321175695172866576562526883251086760092752511075378501633129140865225233474742190192347864888374204112526806384108890831996936524426090429081436640934010769865539997455502701551127835328366449663053791390173494917577468114736598148482178333885320474650352724058087443323625110896770096087220938936357320094896133755361338926047988194047963812163983164974931304823030340060094606933071469759183498268041038831765496347850488026507979896512304779634798090692890603218045652856070546688
4877^1<8192; lcm = 1032445631945212587234826150577241658495031498047113777703221209042034221147952948777847474567258091801436404070269878549281100540428824341136935476088823521282413189881922157323601058279259282113293661089245724238048148797461799615675953080174630901131918702450686461963464059603317585573861257257658427267771737470374522037375612411567155196021021012630140344441394802106015797746872750375228743619397390845000158465106830084673886779546378254710148663028746573666302400702502146549338477096216576657571589423614354981996083384625988432834872145678231119492898164906047904790413136061576607615189336032561355761756654187960776972447528082357322841791158308152305262784382500383954039032282243607060127481375502764879973227945523915392146736578696140890162858416090623074580748198455751370302925893912193694985344405986770461077743911619091393897079390348113838372673470467679525688778751554321322329866064357877628851361066838042082991641105355818514345765040120449498104064470425495941107555379147386186169144145550935910552154034760022015115840164718768882214490534215460489921239645191827708239949046805858590216215040744881386687345053259262483102803360558470370185182355319828414906541015876421619588105855952582351177313648249872781087413919674791076099170607518093762626089884365868446878516988927519432346280794401747939076652405031130155647280784364267439899624336363243483032040918189700535711889495877339542000551540190904346916472523565239866882330577756238442942950120035118015823256816617559793126550646909769344281378024024188362210282083907472133275528685517040815862362019496496012052970988054888366994203088238067115373865358070293895443609615550128972353996514620952464770819999703463656317661568080537060600993456793234735299060587649059429626043022630166497835170524634238567590486675464850452896443175006713340609876134713025311995570389170147583734358707954869770235231292461089319665843547758617376519192614650102808444324897249942336038422371919511923745895582739973621918968473081398012589558015537921053236146382520325688466830105279417955290510410278910288309227471894408648979056056197376
4889^1<8192; lcm = 5047626694580144338991065050172134468382208993952339259191048491006505307192341966574896303159324810817222579499549436227435300542156522203818477542598258195549718085332717427155085573927298630251892709065322345799817399470790738321039734608973770475633950536281406112539375787400619675870607686732692050912136024492661038240729369080151821753346771730748756143973979187496311235184460876584493327555233843841205774735907292283970632465202243287277916813547541998654552437034532994479715814523402843278867500692050581506978851667436457448129689920220871943200779128225668206520329822205048034630660663863192468319228282324940238618295964794644951373516972968556620429752846044377151296828827888994916963256444833017498189111425666422352205395133245432812006214796267056211625277942250168449411004695336714974783348800869320784209089983905737824762821139411928555804000597116485201092439316349076944870715188645663727454304255771187743746133364084596716636445281148877596230771195910249656074838248651571064180945727598525666689481075941747631901342565310061065146644221779386335224940625342845665585110889833842647567075334201725099514429965384534279889605629770361639835356535158641120478079026619825298166249529752175114905886426293628026736366653290053571048845100155960405478953444664730836789069558866642504740966803830145674145753608197195330959555754756903513669263380479897388543648049029445919095427745344313020840696479993331352074634167710457709187714194650249747548083136851691979359902576443249828595706112741862324191657159454256902846069108223631259584059743492812548751087913318369002926975160600349226234658898395910127062827735605666854823807410424580545838688959981836600264538978550233815737047406345745689278257010262124620877107213016251551441724337638884007916148694936792356949889356347653864210710682607821522241684422611980750346343632652851536877279723191358306680045788842265683846309104991880353802332693024352630484304422654968080891846976314493795193683504015731037561836864894954883550349137964896029271519664141872290914332384711074383415305395853592399543813110091763884858605058748971264
4903^1<8192; lcm = 24748513683526447694073191940993975298477970697348319387813710751404895521164052662116716574390169547436842307286290885823115278558193428365321995391359259932780267772386313545341384568965545184125029952547275461456504709605286989988057818787798396642033259479387734169780559485625238270793589488050389125622202928087517070494296096599984382056659221795861151373904419956294413986109411677893770785003311536353431913530153454068308010976886598837523626136823598419403270598780315271934046638608244140596287355893124001128717309725440950868179869678842935137513420065690451216569177118271350513794129234921232672169176268239181989945505115388144196584353718464833109967078204155581172808351743139742077870846349016284793621213320042468792863052338302357077266471146097376605598737750852575907462156021235913521362759170662279804977168191089832554812112046536685709107014927662126940956229968059524260701116569929689255708453766046133507587291884106777701668491213472946854319471173547954063734931933138652927679176902415571343778525715342388639212282597715229402413996619384331201607883886055972298363798692855330501021370363591058162919250120280371574298736402764083120112753091882817413704021467517003436909121444374914588383561148117658215088405701081132658852487526064673868063308739191175292776808047123148200744960239179204240336629940990848707694701865573097927520398354492936896029506384391373341324882235423166741181934841407303619221931324284374148147362696370174512228251619983845774801602332301253909604747070773350975511695052804221594654276837620464065740644922345259926526584038999963221350959212423512256228532578835147352989044387674584589201127733311718416247091970790944851097034611831796398558743433313191114531294121315197016160456665418681356718774427443448290812877051275092926125307514172546896225114476826148923550978724066541618948122830896931085309302482807229777652264502693628647898453541775189374692837193898400947264544584277308500612725724869963077834630220189129277165686148579963794047361823441885231518260913287599842352971682238397701885242355870163534963315678779918327461740603046206107392
4909^1<8192; lcm = 121490453672431331730205299238339424740228358153282899874777506078646632113394334518330961663681342308367458886468401958505672902442171539845365675376182607010018334494644413194080856849051861308869772037054575240289981619452353833851375832429302329115741270784314387039452766514934294671325730796839360217679394173981621299056499538209323331516140119795882392094496797565449278257811101926780520783581256331958997263519523306021324025885536313693403480705667044640850655369412567669924234948927870486187174630079345721540873273442189627811894980253439968590053379102474425022138090473594059672215380414228331187678486300786144388642484611440399861032592403943865736828386904199747977316198707072993860267984727320942051886536188088479304164723928726270892301106856192021756884203618935295129731723908247099476369784768781131562632918650059988011572658036448590146006336279893381153154132913204204595781781241784844556272799537520469388746015859080171737490623366938696107854283990946906498874780859777647221977079413958039726608782736615785829893095272184061136450309404557681868693101996648768012667887783226817429513907114868504521770598840456344058232497001168884036633504928052750683873041384040969871786877170436455714374901676109584177868983586607280222306861265451484018322782600689479512241350703327534517457009814130713615812516380324076306073291458098337726197635522205827222608846840977251732563846893692325532462118136468453466760460870911992693255403476481186680528487202500698908501065849266855442249703370426379938786911014215923808157844995878858098720825923792880979319001047450819453611858773787021665825866429501738355823218899094535748388336042827225705356974484612748274035342909482288520524871514134455181234122841536302152331681770540306780132463664319887659600413444709431174349134587073032713569086966739565065711754556442652807416334976873034697783365888100690978494966443723023032533508436574404640367137784847250250121649364217307429507870583386648749090199750908435621606353303379042264978499191276214601523142823328827626110737988108294318554654724966632793134916667130619069509684620353825781187328
4919^1<8192; lcm = 597611541614689720780879866953391630297183293755998584484030552400862783365786731495670000423648522814859530262538069233889405007113041804499353757175442243882280187379155868501683734840486105778330408650271455606986419586086128508714917719719738156920331310988042469847068158486961795488251269789652812910764939941815595170058921228451661467727893249275945486712829747224444999750172810377833381734436199896906307539252535142318892883330953127057851721591176192588344373762140420368357311713776194921554712005360301604259555632062130779206711407866671205494472571805071696683897267039609179527627456257589161112190474113567044247732381803675326916419322034999875559458835181758560300418381440092056798658216873691713953229871509207229697186277005404526519229144625608555022113397601542716743150349904667482324262971277634386156591326839645081028925904881290614928205168160795541892365179800051482406650581928339650372305900925063188923241652010815364776716376341971446154535222951467833067965047049246246684905253637259597415188602281413050497244135643873396730199071961019237112101368721515289854313340005692714935778909098038173742589575696204756422445652748749740576200210741091480613971490568097530799319648801376925659010141344783044570937530262521211413527450564755849886129767612791549720715204109668142291371031275708980276181768074814131349574520682385723275166169133730464108012917610767101272481562870072549294181159113288322602994707024016092058123329700810957281519628549100937930916742912543661920426290879127362918892815278928129212328439534728102987607742719137181537270166152410580892316733308258359574197436966719050972294413764646021346322224994667123244650957489810108759979851771743377232461842978027385036490650257517070287319542629287769051471588764789527397574433734525691946623393033812247918046338789391920558236120663141409159680951751238457678396376803567298923216739936673550297032327999509496425965950763663623980348393222584935245749215399678925196774692574718594822681651899321508901429237521887699624892339547954503092838720163504699752970346592110866709430655085615515202918138647520469017660466432
4931^1<8192; lcm = 2946822511702035013170518623947174128995410821510829020090754653888654384776694373005148772089010866000072343724575219392308656090074409137986313376632105704583523603966617587581802496498436987592947245054488547598050034978990699676473259275938028851774153694482037418815893089499208613552567011332778020462981918853092699783560540577495142697366241612179687194980963483563738293768102127973096405332504901691645002476054250786774460807704929869522266839166089805653126107021114412836369904060630417158186284898431647210603868821698366872268293952190555714293244251570808536348297423772312864250730986806172153444211227853999095185568374673923037024863676954584386383691516281251460841363038881093932074183667404173841503376496411900849636825531913649720266318912148875784814041163573207136260474375379915355340940711370015158138151832646289894553633636969644022210979684200882817071252701594053859747194019488642815985840397461486584580504586065330563713988451742261200988013184373687884858135646999833242403267805685327074854294997849647752001910832859939719276611623839785858199771849165791894271619079568070777348325800762426234724709197757985653919079513704084970781243239164322090907493419991288924371445188239589620424579006971125192779292961724492093480103858734811095788505884098675131672846671464773609638750555220520981741852298376908481684751961484844001469844379998424918516611696738692576374606586512327740569607295587624718755366900335423349938606138754698830355173288375616724937350459301752796929622040324977026553060472140394605145991535345744275831893779348065442160279189297536574380013811943021971060367561682891640344383754273469531258714891448703584719373871382253646295460649086466593133269347724653035614935396419816673586772664705017989192806404199177159597439532744946186988799951049728194483886496570491560272662310989950288566386773085356834812172534018390350990381744627737276514666409365581326876438103215625329847097926980566315696789381135816780145296009085937391070643225515554360392947570220428246850344126310963654750787729126241674481896779045698683744202560227170105465589341670923432726083759976192
4933^1<8192; lcm = 14536675450226138719970168371931409978334361582512919556107692707632732080103433342034398892715090601978356871593329557262258600492337060277686483886926177440710521938367324559541031715226789659796008759853792005301180822551361121504042588008202296325801900174879890587018800610499596090654813066904593974943889805702306288032304146668783538926107669872882396932841092864419921003158047797291284567505246680044884797214375619131158415164408419046353342317606321011286871085935157398521812736731089847841332943403963315689908884897438043780899494066156011338608573892998798509806151191468819359348855957914847232940293987003777536550408792266462341643652518416964778030750249815413456330443870800436366921948031304789560136156256799906891258460348930034070073751193630404246487665059906630803172920093749122447896860529188284775095502990444148049833074731171253961566762782162954936612489576963467690132908098137475011258150680677513321735629123060275670801105032444574504473869038515402336005183146650177384775320085445718460256237224392312360625426138498082635191525140401663638499474531934851414441896919509293144659291175161048615896990472540143230782819241102251160863872898797600874446665040817028263924339113585895597554448241388560575980252180186919497137352335138823135524699526258764424542152630335728216347956488902830002932557387893289540150881426004735459250742326532230123042445500011970479255934291265312744229872789133752737620224919354643385247144082476929330142069831556917304115949815735546547253825524923111671986247309068566587185176243860556512678732013524006826176657240804747921416608134314927383240793181781704461818845059831025197699240559516454783420671307528657237175507381943539703926417692325713424688476310538955650803549554989853740688113991914540928294169215030819540415750158528309183389012087582234866825043180113424773497985951630065266128447110312719601435553146248627985046849397400412685481469163162679752135734073795133635332262017142984176456745212820929150151483031468229659818410363897372541712747575091983708885635867779750180219196811032431606910151229600630130261752222462665293637771187962555136
4937^1<8192; lcm = 71767566697766446860492721252225371063036743132866283848503678897582798279470650409623827333334402301967147875056268024203770710630668066590938170949754538024787846809719481350454073578074660550412895247398171130171929720936069856865458256996494736960483981163382019828111818614036505899562812111307980454297983970752286144015485572103784331678193566162420393657436475471641149992591281975227071909773402859381596243847372431650529095666684364831846451022022406832723282551261872076502189481241390578792660741585366889561080164738651622146300802204612227978710529309735068242912968432281561177105301864225600789026231413837649697949368207419524580694712483424555109137813983338696233903401390141754343493657430551746058392203439821140322143018742667578203954109642953305764909602400759036275264706502839417525266800432602561934646498263822758922025889947792480808255107855538508522055861041468639986186167280504714130581489910504883269408800980548580986745055545178864328587491443150541332857589195011925748635755261845512038285043176824846124407728845765033969940559618163013383271905764162361433099645091617380255182920531770097016683441962930687130374778593321813981184940501363755517143185306513668538994462203773566565126310967735323563614505013582821557367108478580369820085441561139519963964607535967490204109861185713271724478035824029170459724901600185378962320914866089620117460553433559098256086547595976849018262881959953337265631050426853874392965150335188600102911398758396500730420444240286393303792136616545402324596102964871513240933215115939567503094899950768021700834156797853040488033794359112796491059795938456274927999638060385771401041150642332737265747854245268980779935479944655255518284724147012047177687007545130824048017124152984907917777218778082088562988313414607156071032558532654262438391552676393493537515238180219978106759556643197632218876143383613896672287325883029476362176295474965837428222013258534149936294119122326574757635377578634912879166951115696927214297871726358649830523491966561328238435834778229123570768384279228626639742174656067114843315416620538310953102270722298178554689676354971134706432
4943^1<8192; lcm = 354747082187059546831415521149750009164590621305758041063153684790751771895423424974770578508671950578623611946403132843639238622647392253159007379004636681456526326780443396315294485696423047100690941207889159896439848610586993302485960164333673484795672318890597324010356719409182448661538980266195347385594934767428550409868545182909005951485310797540844005848708498256322204413378706803547416450009930333923230233337561929648565319880420815363817007401856756974151185650887433674150322605776193630972122045656468535100419254303154968269164865297398242898766146378020442324718802960767756898431507114867144700156661878599502456963727049274710002373963805567575904468214519643175484184513071470691719889148679217280766632661603035896612352941645005839062145163965118190395948164666951916308633444243535240827393794538354463642957640918075897351573974011938232635204998129926847624522121127979487451718224867534801947464304627625638000687703246851635817480809559819126376207970203493125808315063390943948975506538259302366005242968423045214392947403684616562913416186192579775153513030192254552563811545687864710601369176188539589553466253622766386485442530586789726508997160898241043521238764970097063588249626673252739531419355113515704374946498282139886958065617209622768020682337636712647181877055050287304078915043840980702134094931078176189582420188609716328210752282183080992240607515622082622679835804766913564697273425528049346104014282259938701124426738106837250308691044062753903110468255879735642100644531295583923690478536955359889949932882318089282167798090456646331267223237051787579132351045517094553055308571323789366969102210932486868035346407625050720304591643534364571995221077366430928026881391458680549199306878295581663269348644688204399837572792420059763766851233208403172459113936826910019232969444879413038555937822324827351781712488487325896057904776745203491251116251839814701658237428532756134407701411536934303135101830821660259026991671371192374361722239364889911220274379943390806112277620790712645482588331308786557810308123492227101480245569324939748670508104355320871041184524180319896595831070222622318853893376
4951^1<8192; lcm = 1756352803908131816362338245212412295373888166084808061303673893399012022654241377050089134196434827314765502746641910708857870420727239045390245533451956209891261843889975255157022998682990506195520849920259230647273690471016203840607988773616017423223373650827347351175276117794862303323279491297933164906080522033538753079259167200582488465803773758624718672956955774867051234050637977384363258843999165083253912885254269113690046898727963456866258003646592803779022520157543684120718247221197934666942976248045175717282175728054920247900635248087418700591791190717579209949682793458761164404134391725707233410475632960946136664427412620959089221753494801365068303022130086753361822197524216851394705171175110804757075598307596630724127759414084423909196680706791300160650339363266078937644044182449742977336426676759392949496283280185393767787642745333106189776899945741267822589009021704626442373456931319164804441895772211374533741404818775162448932347488130664494688605660477494465876967878848563491377732870921806014091957936662496856459482595642536602984323537839462466785043012481852289743430962700618182187378791309459507879211421686316379489425968935195935946044943607191406473653125366950561825423901659274313420057227167016252360360112994874580329382870804842324470398253639364316197473299553972442494708382056695456265904003768050314622562353806705540971434549088433992583247809844931064887867069400989058816200729789372312560974711468956509267036780366951226278329359154694574299928334860571164040291074444436006191559236465986815142117700356860036012768345850855986104022246643400304284270026355135132176832736624081155864025046326742483643000064151626116228033227138638995948339554041199524661089769111927399085768354441424814846545139851299983595822895271715890409680455614804106845073101230031505222431721597973953890448158330220218671258530500750511382686549665502485184276562858922587909933508665675621452529688519361734821889164398039942442635764958773445464886807095569950451578455099727881061886500534818307784294828309802247718835519410016379428695813727776695667685624663193632524904579216763808045959628672203100645626104576
4957^1<8192; lcm = 8706240848972609413708110681517927748168363639282393559882311489578902596297074506037291838211727438999292597115103951383808463675544923947999447109321346932430984960162607339813363004471583939211196853054725006318535683664827322437893800350814598366918263187151160819775843715909132437573496438363854698439441147720251599013887691813287395324989306521502730461847629776015972967189012453894288674089703861317689646172205411996561562476994514855686040924076160528332614632420944042186400351475478162144036333261559936030567745083968239668843448924769334498833508932387040143720577607175079091951294179784330756015727712587409999445566684362094205272232073730366643578080698840036414552633127542932363553533515024259180823740810756498499501303415616489317887946263564474896343732223709953293901527012403375938656667036696310850653076219878996906923345088616207382724093031039464596573717720589833274845226008549099935618477342851783563756143686668480259357646498663703900171418258986940067352129775452329226759421841159392411853835492035996917469655226600053940993291777070215447853458212872541800258187282106964329102836668520990780557251017299070293129084528011766254484544785460847801889898542443973934968626280525022771623223675066899562950305080115593294692750890579603402399764143290328915390875145889041397446269449855039376710086146678225409584041587819839366595401059831367301235159393401323288649157063020702764551907017565918553364751644751617416436701320278977228661678633329821004804744755903851260147722856021069282691559135161896642659477440668955198515292690382693123117638276611335308337126520642404850200559875445570289617972154641662491418351317999610658142360706926233502915919169382226043745021985487824117268153732966142807194324258242894018684494091861895668760786018482583957631027362797266171387594043961156889434951520842901623953428535692220284923977226691895819058458922091679268269540402455754055540189665990476119512104587921083994688145486900639969169443902772740244388474401929351106423771383151094351686749463931689741942267669715451192828045148648589080424717641455450836425951999177498196483821879328110769900368600383232
4967^1<8192; lcm = 43243898296846950957888185755099547125152262196315648811935441168738409195807569071487228560397650189509486329870721326523376639076431637249713253791999130213384702297127670656852974043210357426062014769122819106384166740763197310549018506342496110088483013250579815791826615736920660817427556809353266287148704180726489692301980165236598492579221885492304062203997177097471337728027824858492931844203559079164964472537344281386921280823231755288192565269886289344228096879234829057539850545778700031369428467310168202263829989832070246435145410809329284455706038867166428393860108974838617849722078190988770865130119548421665467246129721226521917587176710218731118652326831138460871082928744505745049770400969125495351151520607027528047022974065367102441949429091124746810139317955167338010808884670607568287307665171270575995193829584138977636688255055156702069990570085173020651181655918169701876156237584463379380216976961944808961176765691682341448229430158862617272151434492388131314538028594671719269314048285038702109678000888942796689071777510522467924913680256707760129488126943337915121882416230225291822653789732543761207027865802924482145972162850634442986024733949384031031987126060319218534989166735367788106652551994057290129174165332934151894738893673508890099719628499723063722746476849630868621115620357429980584118997890550745609403934566701142133879357064182401385235036707024372774720363132023830631529322156249917454562721419481283707441095457825679894762557771749220930865167202574429209153739425856651127128974224349140624089624447802700471025458793130836742525309319928502476510507428030824890946180901338147628532467692105137594874950996504066138993105631302601808983370514321516759281524201918022390470919591642831323334208590692454590805882154278035786734824153802994517553312911014021073282179616355066269823404204026692366176679536783258155217394884978646533263365466029370925494807178997730393868122070974694885616623488204024201616018633435478726864627865072200793877552354383086945606872460111485644828084587348702948227243515476646074776900253337541962469572525109224304527703579914633541935143274622726194095130838103513344
4969^1<8192; lcm = 214878930637032499309746395017089649664881590853492458946507207167461155293967810716220038716615923791672637573127614271494658519570788805493825158092443678030308585714427395493902428020712266050102151387771288139622924534852327436118072958015863171029672092842131104669586453596758763601797529785676380180841911074029927281048539441060657909626153549011258885091661972997335077170570261721851378333847485064370708464038063734211611844410638592027028856826064971751469413392917865586915517361974360455874690054064225797048971219475557054536237546311557214460403307130949982689090881495973092095269006531023202428831564036107255706746018584774587408490681073076874928583412023927012068411072931449047152309122415584586399871905896319786865657158130809132034046713153798866899582270919226502575709347928249006819631788236043492120118139203586579876703939369073652585783142753224739615721648257385248622620344557198532140298158523903755728087348721969554656252038459388345225320477992676624501939464086923773049221505928357310782989986417156756747997662449786143118896077195580860083426502781446100240633726247989475066766681181009949437721465174731751783335677204802547197556902994489250197944029393726196900361169508042539101956530858470674651866427539349800764957562663665674905506834015123903638327243465815786178323517556069573522487300518146654933128150861937975263246525251922352483232897397204108317585484403026414408069201794405839831722162733402498742274803329935803397075149567821878805469015829592338740284931207081699450703872920790879761101343881131618640525504743067127773608262010724728805780711409885168883111572898749255566177831962070428708933631501628704644656741881942628388838368085663616776869893759330653258249999450873228845647682487150806861714428424607559824285341220247079757722411854828670713139150513668324294752495489808634367531920618276009773275235183458894623785663000699944128783696872439722327130698570673258886629002112885796257829996589540893793790335861543765744777557648929559032720549254293972169150752314535704949741173028403454345566417358834246011511305877267735569198159088595814069875726931600326458458705134536357806336
4973^1<8192; lcm = 1068592922057962619067368822419986827783456151314417998340980341243784325276901922691762252537730989015988026651163625772142936817825532729720792511193722410844724596757847437791176774547002099067157998851386615918344803711820624339815176820212887549530559317703917983521853433736681331391739115624168638639326823771150828368654386640394651784570861599232990435560834991715747338769245911542766904454223543225115533191661290950234345702254105718150414504996021104520057392802980545563730867841098494547064833638861394888724533874451945232208709317807374027511585646362214263912848953679474186989772769478778385678579367951561382629647950422084023182424156976411299019845307994989031016208265688096111488433265772702148166562988022398300082913047384513813605314304513841765091622633281313397309002587247182310914028882897844286313347506259436061726848690482403274309099568911786630108983756783976841400290973482948300333702742339373377235778385194354595305541387258538240805518737057580853648144954904271923373778548981720906523809202452520551307792375362786489730270191893623617194879998332131456496671520631251659507030705513162478553788846313941001618528322739483067213450478591595041234375658175000377185496095963495546954029827959174665043731744153186559204133959126409401305085485557211172793401381755501904664802852806333989127329345476743314982446294236417550984124970077809858899117198756296030663352613936250358851328140523580241483154315273210626245332596959770750293654718800778203299597415720562700555436962892817291368350360035093045051956983120867539499333335087272826418153886979334076351147477841358944855713852025480047930602358347376241969526949457599548197877977378900690977693204490005166231373981665151338653277247269192567049405925008600962523305852555573395006171001888288727635153554154062979456440995504472576717804160070818338709736241234686596602497744567341082964086102102480822152441324546642739132820963991958116443206027507381064790188573039786864836519340239457147048778794188126697069719291441603923597186691260186060715062853470250378460501793525482705415245724127652448985622445147586983369491990030848423477915140634049307370908928
4987^1<8192; lcm = 5329072902303059581288968317408474310156095826605002557726468961782752430155909888463818353405664442222732288909353001725676825910495931723117592253323093662882641564031385172264598574665899468047916940271865053584785536110849453582658286802401670209508899317389438983823483074044829799650602969617729000894322870146729181074479426175648128449654886795374923302141884103686431978442229360863778552513212810063651164026814857968818682017141225216416117136415157248241526217908463980726325837923558192306212325357001776310069250431891850873024833367905374275200277618408362534133377731999537770517996801390667809379075307974436615174054328754933023610749270841363148211968550971010297677830620986535307992816696408465612906649621267700322513487367306570388449702436610528882511922072173909912379995902601698184528262039011549455844664013715807639831794419435745128979479550163079924353501995081692508063251084759463173764175576046455032274826806964246366788734898258330206897121941706155717143298890107604081865033623771842160834236492630719989371960575934216224284857446973500978950866551682339573548900873388052025961562128394141280547744976567623775071600745501802056193477536736284470635831407318726881024069030569952292659746752032404054573090208091941370751016054163403684308461316473812118720692690814687998563371826945187603777991445892518911817459669357014326757831225778037766329897470197648304918139485700080539591573436791094664276490570267501393085473661038376731714456082659480899855092312198446187669964133946479832053963245495009015674109474823766419483175342080229585347333434365939038763172471994857057995444980051068999029913961078365318702030896945048946862817473188577745905756010791655763995862046564109725863893632131463331875387348017893000103726286694644520895774786416895884716510774566312078549271244580804740091689346273171055145454635037382057256656252157329980741897391185071860074224885514107340055378147427895126702268459179309370108670413749417094939721949774172792332259846616187838286690106419278766979170029314547884786018450256138637382522444311582251905830426224602763091299133951016286063656554283841087884362806342003895858722823936
4993^1<8192; lcm = 26608061001199176489375818808820512230609386462238777770728259526181282883768458073099845038554482560018102318524399537616304391771106187093526138120842206658773029329208706165117140683306836043963249282777422212548834181801471321738212826004391539356077934291725468846230650988705835189655460627301320901465354090642618801104875774895011105349126849769306992047594427329706354868362051198792846312698471560647810261985886585838311679311586137505565672862120880140469940406016960655766544908752326054184918140507509869116175767406436011409012993005951533756074986148712954132927955015873692088196358029343604372229723012716362019564053263473380586888471109310926199022358974998254416305408290585770792808133765167468805242901558989627710309842424961705949529364265996370710382026906364332192513319541690279035349612360784666433032407420483027545680149536242675428994541393964258062297035461442890692759812666203999626604528651199949976148210247172482109376153347003842723037329854938835495696491358307267180752112883492807909045342807705184906934199155639541607854293232738690387901676692549921490729662060826543765626079707071947413774890668002145508932502522290497666574033340924268361884706216742403316953176669635771797250115532897793444483439409003063264159823158437874595752147353153743908772418605237737176826915531937321705663511289341346926704576129099572533501851310309742567285178068696857986456270452100502134180726169897935658732517417345634455675769989564615021450279220718788132976475914806841815036130920794773801445438484756580015260828607795065732479494483006586319639235837789133620544520152670321290571256785394987512156360407664278036279240268446629391686047643630568685307439761882737229631339198494599861238420905232396416053809028653339749517905349466360092832603508579561152389538297409596208196511324191958067277804905941943078341254992741648611882484667021548593844293674187063797350604853371937948896503090107480367624426416682291684952591375850839555034031695222444752114973414154625876565443701351458883526995956367537588736590122128900216450934564447730183765811318139441596114856575817424316315837175539218551806623492065625452022603059912448
4999^1<8192; lcm = 133013696944994683270389718225293740640816322924731650075870569371380233135958521907426125347733858317530493490303473288543905654463759829280537164466090191087206373616714322119420586275850873383772283164604333640531622074825555137369325917195953305241033593524335618762307024292540470113087647675879303186425305099122451386723273998700160515640285121996765653245924542221202067986941893942765438717179659331678403499667447042605720084878619101390322798637742279822209232089678786318176957998852877944870405784397041835711762661264773621033655952036751717246618855757416057710506847124352586748893593788688678256776385340569093735800702264103429553855467075445320068912772516016273827110736044638268193247860692072176557409264893389148923838902282383568041697291965715857181199752504915296630374084388909704897712712191562547498729004694994654700855067531677134469543712428427326053422880271753010573106303518353794133396038727348549930764903025615238064771390581672209772463611944839238642986760300178028636579812304580546737317668695718219349764061579042068497663611870460713249120481786057057532157580642071892284364772455652665121460678449342725399153580108930197835203592671280417541061646377495274181448930171509223214453327548956069428972713605606313257534955969030935104164984618415565799953320607583448146957750744154671206611892935417393286596176069368763094975754700238403093858605165415593074294895990050410168769450123319780358003854569310826643923174177833510492229945824373221876749403098119402233365618473053074233425746985298143496288882210367533596664992920549925011876539953107878969102056243198936131565712670189542573269645677913725903359922101964700329038552170509212857851891369651803410927064653274504706330866105256749683852991334238045407840008841982334104070184939389226200795301948750571444774360109635598378321746724803773448627933708715501410800540850440721420627624077261131922955673662006317806533618947447294357754507656994776133078004287878346935615124444417001315822752097358974756950653063055942958751452785881320406094214020522372182038221887674203188645290779379068538978168022511304157262870040520553540481310836836061634660992696502327552
5003^1<8192; lcm = 665467525815808400401759760281144584426004063592432445329580458565015306379200485102852905114712493162605058931988276862585159989282190425890527433823849226009293487204421753563461193138081919539012732672515481203579705240352252352258737563731354386120891068402251100667822042535579971975777501322424153841685801410909624287776539815496903059748346465349818563189360484732673946138670295395655489902049835636387052708836237554156417584647731364255784961584624625950512788144662967949839320868260948358186640139338400304065948594307662426031380728039868841384834135354352536725665756163135991504714649724809457318652255858867175960210913427309458057938901778452936304770600897629417957035012431325255770819047042437099316718552261625912065966028118764990912611551704476433477542361782091229041761544197715253603256699094387425136141210489058257468377902860980703751127193279421912245274669999580311897250836502324032049380381752924795303616809837153036038051267080106065491635450560030710930862761781790677268808800959816475326800296484678251406869600079947468693811050187914948385349770375643458833384375952285677098676956595630283602667774282061655171965361284977779769523574134415928957931416826608856729788997648060643741909997727427215353150486168848385227447384713061768326137418045933075697166462999739991079229626973005820046679300355893218612840668875051921764163700765292730678574601642574212150697364638222202074353558966968861131093284410262065699547640411701052992626418959339229049377263699891369373528189220684530389829012167446611911933277698468770584114959581511274834418329385398718482417587384724277466223260488958281494068037326602370694509690276129395746179876509057591927833012522367972464868104460332347045773323124599518668316515645192941175423564236437617522663135251764298682578895649599108938206123628506898686743698864193278563485552344703653558235105874754929267400003258537443010547235331017607986087695594078813671845801807944864993789255452255369718882467595418257583061228743086950709024117274468882622633518287764245991689352744673428026737224104034038552792389769233479900507774616624054698786138812724329363027998116690816358208946460601144742656
